AF3_THETA,AF3_LOW_BETA,AF3_GAMMA,T7_ALPHA,T7_HIGH_BETA,Pz_THETA,Pz_LOW_BETA,Pz_GAMMA,T8_ALPHA,T8_HIGH_BETA,AF4_THETA,AF4_LOW_BETA,Label
14.50465,2.874771,8.826167,0.905525,1.557768,1.589485,0.534092,2.503699,3.750919,4.614503,11.686294,2.784347,1
11.216404,3.50241,8.838257,0.96858,1.463984,1.336779,0.47669,2.611148,4.295131,4.302756,12.460887,3.603324,1
9.509187,4.277093,9.173985,1.038934,1.33687,1.152371,0.44612,2.768653,5.613374,3.986104,16.409261,4.572298,1
9.458612,5.080273,9.751495,1.125418,1.212242,1.141647,0.39463,2.892096,7.457546,3.75093,22.528473,5.506096,1
10.605679,5.734648,10.385046,1.230969,1.101091,1.338999,0.312869,2.958113,9.258841,3.678505,28.761891,6.145127,1
12.091103,6.133073,10.839667,1.34189,1.00133,1.663404,0.236972,2.968757,10.386246,3.806162,32.765937,6.349044,1
14.496308,6.29974,10.912764,1.434041,0.90668,2.009669,0.19946,2.954931,10.469801,4.150303,34.234953,6.246547,1
19.568325,6.353766,10.539915,1.478418,0.822199,2.254794,0.179393,2.955599,9.510167,4.733096,34.34668,6.134904,1
28.63281,6.467637,9.835183,1.45149,0.765026,2.315485,0.159978,3.00677,7.925505,5.50941,35.242684,6.268575,1
41.169743,6.844815,9.011989,1.345091,0.744778,2.187532,0.156709,3.123964,6.290808,6.325981,38.449413,6.665048,1
54.251069,7.573797,8.292677,1.174402,0.769963,1.917186,0.167007,3.287779,5.126881,6.941301,43.451146,7.078282,1
63.371134,8.561215,7.888259,0.967816,0.844724,1.654094,0.186485,3.440972,4.578033,7.13681,47.753496,7.136908,1
64.939899,9.651243,8.114981,0.75694,0.96155,1.553884,0.216384,3.511823,4.455492,6.836084,48.589608,6.630369,1
57.842028,10.618133,9.266882,0.571191,1.096438,1.667338,0.265482,3.466692,4.54505,6.167005,44.304633,5.686941,1
44.412827,11.234435,11.402943,0.432586,1.212941,1.93942,0.32156,3.344721,4.78486,5.372707,35.64676,4.736165,1
29.211977,11.274055,14.254564,0.347858,1.271392,2.22753,0.360692,3.22934,5.209328,4.689166,25.214046,4.200324,1
16.54338,10.651238,17.192342,0.304806,1.241187,2.377141,0.387064,3.186115,5.831119,4.281677,15.626411,4.171314,1
8.743248,9.40194,19.417248,0.283815,1.12069,2.338788,0.386969,3.227585,6.549733,4.200256,8.729944,4.394038,1
5.792038,7.738583,20.278036,0.267008,0.932168,2.139045,0.354084,3.324538,7.273932,4.365976,4.924083,4.443665,1
5.505643,5.95411,19.540052,0.244602,0.722083,1.841673,0.307324,3.42755,8.015176,4.598768,3.302931,4.047706,1
5.832551,4.462177,17.450163,0.227383,0.535854,1.5464,0.289289,3.483285,8.851575,4.762917,2.787143,3.309829,1
6.061476,3.573536,14.624979,0.236303,0.401068,1.364257,0.31277,3.450246,9.850304,4.814384,2.815274,2.563299,1
6.302624,3.333088,11.797951,0.291621,0.327854,1.363746,0.374399,3.312569,10.928695,4.765626,3.164958,2.085585,1
6.633209,3.541008,9.528405,0.395145,0.310585,1.514723,0.486282,3.09799,11.675266,4.659884,3.658667,2.006013,1
6.991267,3.939461,8.11513,0.5267,0.345292,1.687146,0.643741,2.866405,11.816736,4.538863,4.088249,2.294212,1
7.169206,4.350499,7.638883,0.664709,0.429531,1.802045,0.773978,2.684013,11.299762,4.496043,4.336181,2.883088,1
6.932184,4.654298,8.03555,0.786379,0.551574,1.84701,0.821107,2.592824,10.346436,4.581194,4.411061,3.728386,1
6.350871,4.85628,9.088666,0.873023,0.684806,1.787968,0.833501,2.595984,9.384287,4.78021,4.332291,4.76134,1
5.752698,5.045531,10.361458,0.919889,0.792568,1.620693,0.836516,2.659766,8.740663,5.01152,4.22609,5.812604,1
5.830386,5.27478,11.304502,0.935295,0.847831,1.383557,0.781272,2.734273,8.505032,5.10914,4.465183,6.622446,1
6.983191,5.590111,11.489673,0.949064,0.846599,1.140375,0.693756,2.775223,8.4201,4.968543,5.098003,6.980167,1
9.388386,5.99599,10.765882,1.051977,0.808765,0.970852,0.647928,2.770214,8.205771,4.567816,6.294923,6.804795,1
12.568589,6.463636,9.30052,1.396788,0.765895,0.915146,0.627589,2.738811,7.828049,3.972777,7.867754,6.175564,1
15.501465,6.901586,7.497431,2.089222,0.741922,0.988972,0.574575,2.712703,7.543222,3.33345,9.626138,5.316137,1
17.259592,7.251126,5.811404,3.074948,0.740799,1.20927,0.517316,2.70725,7.683377,2.793286,11.264877,4.47193,1
17.316679,7.353905,4.62685,4.120947,0.746332,1.518078,0.516996,2.725441,8.431546,2.433588,12.495329,3.787994,1
15.76112,7.133541,4.20303,4.905478,0.7381,1.833689,0.555388,2.765179,9.538848,2.251885,12.981287,3.318513,1
12.982858,6.557352,4.709277,5.150452,0.710257,2.100711,0.593713,2.820192,10.509334,2.182892,12.485346,3.073556,1
9.87352,5.832733,6.291534,4.750774,0.675359,2.246586,0.63953,2.882942,11.03399,2.167824,11.197263,2.98828,1
7.312659,5.286246,9.053868,3.839989,0.657665,2.222867,0.674691,2.960375,11.108012,2.215236,9.571283,2.99834,1
24.022726,9.306603,17.124191,0.573904,1.085847,1.454083,0.712675,3.867384,8.689857,6.353109,21.690971,3.685022,2
18.322552,8.869641,18.008255,0.52521,1.184908,1.348378,1.262124,4.555497,8.217622,7.007151,17.186442,3.938788,2
13.243316,8.33301,17.951715,0.516883,1.294555,1.419831,2.07612,5.575563,8.025608,7.720793,13.223411,4.165532,2
9.795933,7.59393,16.783118,0.578705,1.354915,1.665965,3.007069,6.785888,8.350142,8.252317,10.628664,4.256421,2
8.262625,6.62089,14.717144,0.722533,1.327322,1.981014,3.877885,7.920002,9.139649,8.354502,9.356893,4.147667,2
8.115507,5.468357,12.31181,0.930611,1.207271,2.273359,4.468115,8.672344,10.042695,7.912752,8.63709,3.823664,2
8.535879,4.328069,10.225281,1.153192,1.028562,2.512512,4.613972,8.81857,10.577825,7.020411,7.789492,3.31931,2
8.986057,3.353935,8.929761,1.330918,0.847578,2.661031,4.359243,8.315787,10.408307,5.920566,6.853902,2.758098,2
9.201942,2.624835,8.56998,1.411439,0.712808,2.66918,3.867955,7.317633,9.518786,4.865086,6.226492,2.266578,2
9.040536,2.166473,8.989323,1.373602,0.65116,2.575657,3.258741,6.100423,8.155678,3.981776,6.196505,1.920187,2
8.513238,1.943632,9.860193,1.236687,0.661423,2.476339,2.582493,4.940048,6.677733,3.293016,6.804277,1.735042,2
7.779367,1.87628,10.868755,1.063057,0.723126,2.419037,1.951056,4.002898,5.389583,2.78279,7.805242,1.707275,2
7.096723,1.913091,11.769952,0.939258,0.80459,2.396896,1.442163,3.325852,4.464137,2.444091,8.725076,1.836584,2
6.693686,2.029563,12.372965,0.91519,0.874935,2.401595,1.056152,2.874524,3.896846,2.310239,9.149105,2.105478,2
6.716006,2.172384,12.584784,1.002997,0.922301,2.414768,0.762911,2.629992,3.577523,2.385469,8.984304,2.44361,2
7.093743,2.269615,12.48362,1.158392,0.953964,2.38476,0.603203,2.603683,3.503987,2.588841,8.302607,2.722329,2
7.744408,2.282473,12.296596,1.306475,0.991567,2.321625,0.645881,2.761891,3.727678,2.812754,7.557437,2.860019,2
8.707105,2.286401,12.271432,1.37194,1.058283,2.304472,0.840434,3.035705,4.222003,2.995899,7.477068,2.854989,2
10.399936,2.396564,12.601316,1.320094,1.156669,2.414881,1.084527,3.375599,4.892777,3.13597,9.056518,2.747906,2
13.687005,2.734934,13.321145,1.187342,1.271987,2.757628,1.355969,3.772199,5.520967,3.270104,13.29871,2.596531,2
19.303236,3.34476,14.234246,1.074206,1.374526,3.436119,1.667027,4.226957,5.897245,3.447999,20.165005,2.446555,2
27.029974,4.186317,14.939633,1.083683,1.426646,4.391723,1.973557,4.725,5.952423,3.717762,28.263472,2.293647,2
35.41837,5.13143,15.075073,1.245524,1.401711,5.380252,2.244274,5.207113,5.731164,4.104377,35.354377,2.105556,2
42.273417,5.988407,14.634677,1.493986,1.293437,6.092852,2.497812,5.56791,5.429801,4.598911,39.334533,1.88811,2
45.482881,6.492723,13.960357,1.695593,1.120179,6.305829,2.733211,5.693311,5.270688,5.151455,39.129591,1.681449,2
43.989879,6.453521,13.543114,1.728979,0.917069,5.950256,2.847597,5.522528,5.434593,5.668726,34.930296,1.5671,2
38.257675,5.862715,13.729125,1.551365,0.723261,5.127674,2.765917,5.080001,6.033626,6.032558,28.493585,1.620375,2
30.0665,4.91296,14.503075,1.226421,0.572655,4.081312,2.523616,4.463957,6.988534,6.104202,21.833703,1.847069,2
21.671288,3.964862,15.50597,0.880841,0.482037,3.161628,2.171688,3.804096,8.148763,5.80026,16.595261,2.163752,2
14.88909,3.4259,16.284553,0.631222,0.455812,2.674711,1.851273,3.263637,9.490069,5.18058,13.140196,2.474811,2
10.509675,3.489402,16.478221,0.538263,0.483273,2.823921,1.887835,3.074989,11.050401,4.44343,11.195917,2.71563,2
8.110907,4.080998,16.047816,0.587511,0.5324,3.688867,2.599378,3.450011,12.890114,3.833893,9.787794,2.866779,2
6.843643,4.939729,15.278966,0.716197,0.574316,5.574815,4.225176,4.56652,14.818487,3.528187,8.411017,2.956602,2
6.098848,5.799055,14.581679,0.851924,0.59979,9.495789,6.881934,6.933139,16.355036,3.533205,7.015057,3.129482,2
5.995577,6.47313,14.242605,0.951635,0.634405,19.169105,11.661146,11.572144,17.102547,3.758203,6.135397,3.491783,2
6.537339,7.050302,14.253584,1.002145,0.721734,39.772979,20.645201,19.207899,16.813727,4.064037,5.923026,4.098482,2
7.570111,7.716296,14.331427,0.994691,0.87886,72.523302,34.660059,29.341014,15.548931,4.309793,6.121071,4.872198,2
8.971719,8.646756,14.15626,0.936606,1.078321,112.200631,51.887448,39.938606,13.632793,4.419957,6.416866,5.639962,2
10.552364,9.819951,13.555855,0.848679,1.256437,148.971661,68.105745,48.030241,11.439784,4.328804,6.583776,6.130086,2
12.033163,11.041832,12.557044,0.759916,1.345361,172.014521,78.523643,50.941921,9.366946,4.0459,6.567773,6.140764,2
13.298662,11.943772,11.408674,0.687188,1.298323,173.391337,79.321922,47.542792,7.621446,3.638693,6.660743,5.538752,2
14.750167,12.297291,10.485125,0.636472,1.118781,151.602665,69.51006,38.817467,6.345827,3.172337,7.545171,4.465911,2
17.150935,12.149186,10.151466,0.608925,0.866999,113.572759,52.172465,27.454831,5.598331,2.733155,10.036058,3.207035,2
21.288067,11.594678,10.64262,0.608048,0.628018,71.631271,32.824691,16.651516,5.427055,2.386493,14.530515,2.128389,2
27.229089,10.778034,11.971239,0.635774,0.479012,37.189427,16.598019,8.776084,5.89341,2.173951,20.597503,1.490607,2
33.899281,9.756254,13.873592,0.688757,0.451188,15.479971,6.306456,4.544222,6.921361,2.122108,26.668099,1.378255,2
39.350218,8.579918,15.873315,0.750993,0.525822,5.257062,1.755189,3.083852,8.057727,2.19271,30.828623,1.638156,2
41.659741,7.305986,17.409541,0.796366,0.654866,2.097864,0.619172,2.909906,8.725632,2.315608,31.718815,2.02018,2
39.615891,6.043111,18.075411,0.800681,0.783809,1.578797,0.446871,3.041746,8.53665,2.441554,28.945625,2.317683,2
33.441149,4.890592,17.754454,0.748482,0.883251,1.637946,0.460899,3.202705,7.600383,2.527207,23.606113,2.484975,2
24.939311,3.944999,16.677013,0.64406,0.945748,2.156928,0.610268,3.420071,6.361213,2.569978,17.402435,2.539729,2
16.568327,3.237405,15.346592,0.514743,0.977066,3.401438,0.889433,3.960245,5.431213,2.613855,12.220179,2.53999,2
10.336678,2.723705,14.288999,0.395221,0.988781,5.403235,1.352002,5.130066,5.196876,2.700468,8.918621,2.547536,2
7.118827,2.355664,13.839068,0.319349,0.984094,7.90841,2.041369,6.99513,5.63805,2.874297,7.444625,2.592017,2
6.564292,2.234481,14.084741,0.298686,0.960793,10.502078,2.768296,9.228809,6.470813,3.137304,6.951503,2.672284,2
7.466305,2.607839,14.883514,0.320298,0.914512,12.509439,3.260811,11.191919,7.391074,3.468736,6.5131,2.756564,2
9.007884,3.701435,15.895883,0.354182,0.848388,13.174857,3.442334,12.209482,8.240447,3.820858,5.858811,2.790808,2
10.634247,5.36091,16.743234,0.375332,0.780251,12.085522,3.32442,11.89883,9.0569,4.116102,5.096305,2.764181,2
11.756091,7.185407,17.110231,0.372297,0.728447,9.562323,2.853275,10.370949,9.94679,4.297938,4.41253,2.703911,2
11.964082,8.700743,16.848138,0.348124,0.714021,6.599817,2.120381,8.172371,10.934056,4.334459,3.992339,2.634464,2
11.144874,9.661162,15.995255,0.316087,0.739721,4.14297,1.430314,6.010845,11.794462,4.239498,3.94686,2.550093,2
9.485566,10.186878,14.824374,0.29694,0.796312,2.627471,0.981877,4.474396,12.28721,4.030997,4.198066,2.433456,2
7.557433,10.788726,13.748226,0.31267,0.860919,2.018995,0.833899,3.874036,12.25641,3.762971,4.651485,2.365998,2
6.094496,12.039826,13.142152,0.382899,0.905753,2.007577,1.060332,4.161321,11.691246,3.533683,5.148226,2.572838,2
5.615563,14.208393,13.184097,0.504744,0.925743,2.151502,1.582654,5.021868,10.794257,3.4174,5.548791,3.168285,2
6.160701,16.929836,13.755173,0.646617,0.920288,2.170867,2.145073,6.081136,9.743446,3.445205,5.795529,4.075835,2
7.297825,19.235443,14.512617,0.766377,0.90381,2.030062,2.515655,7.014397,8.660865,3.598492,5.878173,5.016598,2
8.375834,20.066343,15.044628,0.825255,0.893811,2.004679,2.899045,7.706442,7.542458,3.809951,5.916848,5.654061,2
8.93395,18.83918,15.142662,0.805102,0.89794,3.054402,4.713805,8.839409,6.420792,4.049912,5.993483,5.749442,2
8.823203,15.931962,14.920862,0.719787,0.919867,6.190148,9.760662,11.555211,5.507255,4.362,6.063021,5.299884,2
8.219143,12.343478,14.685746,0.637839,0.946757,11.65035,18.969279,16.551421,5.226894,4.780087,6.050076,4.549472,2
7.390278,9.164043,14.68336,0.641763,0.962256,18.730601,31.171421,23.359806,5.932521,5.2689,5.917296,3.858152,2
6.662327,7.130055,14.940734,0.780037,0.951261,25.700664,43.110541,30.287586,7.56801,5.69619,5.66423,3.487829,2
6.383232,6.462734,15.261719,1.032897,0.899271,30.361206,51.076339,35.193015,9.624456,5.911684,5.330531,3.524024,2
6.686515,6.819145,15.333381,1.311329,0.811426,32.980629,56.478184,37.316898,11.204346,5.838967,4.922985,3.897312,2
7.440894,7.58547,15.026393,1.495291,0.704792,41.975318,73.364977,39.619072,11.602531,5.516378,4.484253,4.431981,2
8.478648,8.245788,14.491292,1.51462,0.605486,70.011641,121.319839,47.400613,10.669471,5.081036,4.148568,4.944898,2
15.859685,3.863678,16.516594,0.348809,0.859147,1.968799,0.953766,2.622366,11.079305,3.863946,14.340127,4.465941,3
12.919198,4.526629,16.248236,0.265253,0.88756,2.241868,0.931653,2.489574,13.147106,3.506427,9.543344,4.815764,3
11.956025,5.144369,15.009433,0.216423,0.871068,2.535567,0.954718,2.332037,14.77469,3.183796,6.230879,5.101685,3
12.344624,5.552879,13.116445,0.201091,0.818452,2.714909,0.967041,2.187368,15.403204,3.06742,4.614156,5.178016,3
12.950852,5.603396,11.036412,0.205451,0.740928,2.741067,0.964551,2.138323,14.783301,3.220307,4.241369,4.974248,3
12.80247,5.266288,9.247692,0.209636,0.65577,2.588113,0.969235,2.224567,13.055527,3.560408,4.733704,4.523276,3
12.340743,4.65007,8.185787,0.200086,0.578686,2.244894,0.944847,2.416103,10.754708,3.881507,6.45165,3.974587,3
13.429422,4.00487,8.12993,0.176092,0.519964,1.802093,0.929921,2.642573,8.547714,4.001748,10.508395,3.525751,3
18.10805,3.570464,9.064039,0.147687,0.488004,1.384284,0.97611,2.834463,6.893432,3.840717,17.6061,3.32562,3
26.906298,3.486216,10.704175,0.127805,0.483074,1.068295,1.031147,2.958508,5.927849,3.463908,27.221545,3.423982,3
37.75016,3.741164,12.605751,0.127748,0.499445,0.931039,1.020385,3.01716,5.446696,3.02719,37.224803,3.737967,3
46.81958,4.203923,14.352495,0.153576,0.529116,1.004988,0.961377,3.027054,5.125384,2.682182,44.50678,4.095379,3
50.461386,4.709335,15.663595,0.202135,0.565482,1.264439,0.89276,3.004684,4.767917,2.553708,46.492526,4.310964,3
47.19286,5.109018,16.350409,0.263067,0.603541,1.628502,0.792364,2.967164,4.495692,2.649203,42.373649,4.274068,3
38.340834,5.33967,16.359225,0.321505,0.641343,1.935913,0.641711,2.933491,4.6094,2.903408,33.536884,4.01406,3
26.847906,5.392549,15.776632,0.368444,0.681811,2.0928,0.507828,2.922526,5.374769,3.210744,22.871813,3.670402,3
16.320863,5.268665,14.830562,0.41066,0.725339,2.11818,0.443341,2.947106,6.807582,3.461926,13.439777,3.376472,3
8.980373,5.00082,13.822021,0.464224,0.767965,2.026269,0.419374,3.010316,8.568977,3.569801,7.067692,3.162508,3
5.333868,4.614115,13.039907,0.54235,0.799336,1.846966,0.401432,3.10386,10.094872,3.489129,3.951802,2.985548,3
4.138985,4.193491,12.736976,0.658838,0.812491,1.681065,0.421426,3.209938,10.997588,3.260231,2.982805,2.749151,3
3.747889,3.814579,13.171089,0.81133,0.800632,1.641338,0.526872,3.309555,11.1889,2.945397,2.831332,2.402363,3
3.511479,3.5831,14.618439,0.975035,0.762292,1.806259,0.700576,3.387455,10.973456,2.641975,3.049037,2.041227,3
3.81971,3.599657,17.171424,1.117619,0.70521,2.177369,0.889168,3.435252,10.781603,2.454974,3.778922,1.799493,3
4.990435,3.902494,20.504124,1.202302,0.635079,2.650472,1.062765,3.448114,10.799641,2.462972,4.927866,1.77775,3
7.044434,4.436386,23.868925,1.215091,0.565036,3.116172,1.221498,3.441977,10.904817,2.705486,6.306384,2.033029,3
9.778029,5.070812,26.340094,1.175151,0.504407,3.462817,1.354231,3.450307,10.801,3.12838,7.582273,2.543225,3
12.799993,5.637214,27.192246,1.119755,0.454382,3.567579,1.402915,3.506107,10.263193,3.633268,8.464425,3.162532,3
15.462841,6.268547,26.268669,1.084231,0.421983,3.443493,1.382387,3.615315,9.361701,4.102422,8.799414,3.7006,3
17.196909,7.456101,24.045077,1.091106,0.410444,3.185666,1.399929,3.738304,8.367651,4.444219,8.625909,3.981043,3
17.673597,9.549384,21.369347,1.142021,0.419748,2.854067,1.450232,3.800244,7.613605,4.622178,8.082587,3.966895,3
16.85434,12.361314,19.04318,1.216449,0.44954,2.507404,1.464637,3.737216,7.232983,4.632283,7.28841,3.762431,3
15.186659,15.121303,17.500607,1.287055,0.488009,2.182481,1.490669,3.54368,7.038363,4.527947,6.399574,3.548768,3
13.146571,16.81157,16.711371,1.32418,0.527851,1.891648,1.522958,3.292815,6.674012,4.385805,5.461342,3.454509,3
11.225695,16.664528,16.413636,1.315134,0.57267,1.68072,1.444309,3.092063,5.895732,4.223609,4.541637,3.438288,3
9.872493,14.733379,16.455135,1.26353,0.626502,1.575007,1.271547,3.012484,4.855321,4.037334,3.777646,3.396816,3
9.221312,11.829094,16.96248,1.197044,0.686618,1.580917,1.130147,3.035294,4.070567,3.779596,3.374506,3.235077,3
9.077361,9.209452,18.225388,1.16283,0.73711,1.729211,1.036529,3.065488,4.157435,3.474723,3.403537,2.948853,3
9.198486,7.790244,20.267062,1.205814,0.76315,1.975175,0.99731,3.00699,5.488668,3.216444,3.804016,2.60377,3
9.150681,7.713348,22.582894,1.336788,0.755423,2.20701,1.049122,2.838402,7.924561,3.104253,4.336555,2.305436,3
8.759201,8.316158,24.363346,1.529877,0.718037,2.355414,1.107569,2.635363,10.816509,3.218432,4.763451,2.12745,3
8.1298,8.619168,24.904588,1.725464,0.670098,2.368276,1.070123,2.507756,13.200405,3.521914,4.955667,2.064284,3
7.423203,8.017501,23.929899,1.856919,0.641461,2.240294,0.99232,2.51769,14.227931,3.878749,4.940833,2.020958,3
6.7775,6.671898,21.701734,1.872871,0.666068,2.185432,1.018391,2.642295,13.550963,4.134438,4.835162,1.863549,3
6.30695,5.090615,18.768219,1.771162,0.755937,2.797973,1.397241,2.83533,11.465895,4.15203,4.774449,1.569627,3
6.064766,3.913875,15.693559,1.601867,0.893805,4.650326,2.363332,3.080414,8.779393,3.888851,4.97266,1.316456,3
6.167899,3.66222,12.895872,1.424024,1.034237,7.734685,3.895428,3.38169,6.516363,3.443405,5.737264,1.366775,3
7.08157,4.416877,10.665259,1.274424,1.117492,11.929079,5.616947,3.760808,5.339216,2.992709,7.702108,1.852045,3
9.459307,5.828516,9.231166,1.173446,1.110105,18.729774,7.205788,4.395922,5.380748,2.68283,11.488328,2.696327,3
13.569877,7.399625,8.762863,1.10994,1.011446,30.639061,8.733709,5.56628,6.299376,2.557271,17.004364,3.722374,3
18.849058,8.67617,9.275119,1.04878,0.850529,48.331751,10.487806,7.395695,7.464647,2.554448,23.267534,4.734289,3
23.933386,9.323833,10.582036,0.976823,0.675353,70.47191,12.51899,9.653953,8.311722,2.59867,28.607894,5.553996,3
27.243249,9.189883,12.270355,0.901238,0.526905,93.424162,14.425069,11.756626,8.442948,2.659545,31.239239,6.061624,3
27.702137,8.417405,13.82076,0.837188,0.432256,112.532196,15.730961,12.982909,7.825529,2.847317,30.187804,6.277688,3
25.188645,7.323097,14.826166,0.798763,0.394808,123.946784,15.805211,12.806366,6.695243,3.383253,25.754174,6.307549,3
20.781967,6.324267,15.137639,0.78148,0.398052,125.318661,14.209937,11.153804,5.464511,4.388246,19.421054,6.289236,3
16.127996,5.783311,14.791196,0.768339,0.426422,118.539974,11.118766,8.448952,4.547485,5.743522,13.096643,6.348923,3
12.605958,5.984709,13.903412,0.746796,0.468898,107.851325,7.35529,5.4343,4.297933,7.140146,8.182672,6.59,3
10.760539,6.999262,12.615139,0.72086,0.516516,98.986311,3.941302,2.860196,4.871932,8.182709,5.191673,7.070566,3
10.191744,8.64129,11.091883,0.709238,0.561393,94.609302,1.631951,1.1867,6.094111,8.570859,3.79089,7.766301,3
9.963866,10.491917,9.511618,0.730592,0.594977,94.440136,0.593333,0.427887,7.571452,8.230587,3.252807,8.50973,3
9.374653,12.050922,8.065616,0.788268,0.610982,95.971858,0.344217,0.244979,8.80472,7.310315,3.085923,9.000689,3
8.554243,13.048615,6.959387,0.857821,0.607757,97.172276,0.339839,0.249946,9.372589,6.151652,3.206148,9.027868,3
8.073015,13.507852,6.337762,0.896961,0.592494,97.612849,0.37214,0.271786,9.108148,5.118447,3.633409,8.633214,3
8.388105,13.657693,6.232616,0.874385,0.573794,97.598893,0.42385,0.288173,8.178467,4.426328,4.260426,8.080952,3
9.430367,13.718434,6.556514,0.785309,0.560613,97.516081,0.475175,0.293492,7.068801,4.087952,4.893582,7.662076,3
10.776846,13.73367,7.152804,0.654358,0.559828,97.837748,0.507739,0.287349,6.291812,3.972585,5.355307,7.467182,3
11.725221,13.482876,7.849167,0.530471,0.575156,98.5831,0.515369,0.274463,6.141313,3.932915,5.498724,7.340694,3
11.70362,12.728326,8.506752,0.457543,0.60479,99.587157,0.49733,0.261771,6.517751,3.89299,5.249989,7.025103,3
10.519,11.395275,9.064082,0.462097,0.637242,100.454863,0.462483,0.253824,7.036092,3.803544,4.665846,6.32004,3
8.433868,9.721332,9.559095,0.556719,0.656841,101.020509,0.425471,0.251165,7.318659,3.621329,3.857258,5.224051,3
6.076924,8.235837,10.062089,0.742363,0.65514,101.157594,0.386153,0.251181,7.19264,3.351247,3.066954,3.951865,3
3.999112,7.386488,10.655477,1.007383,0.633447,101.036698,0.344178,0.250782,6.687611,3.043861,2.473999,2.794058,3
2.573343,7.177942,11.350427,1.302797,0.601274,100.826473,0.298518,0.248801,5.980537,2.781316,2.219025,1.950285,3
1.962764,7.276595,12.009823,1.555945,0.574338,100.606321,0.253888,0.24788,5.248756,2.644021,2.315923,1.467831,3
2.077598,7.240793,12.387979,1.698965,0.56745,100.300526,0.217919,0.253345,4.598372,2.66829,2.716018,1.237562,3
2.616395,6.834168,12.263383,1.69112,0.587434,99.812828,0.198503,0.269559,4.07215,2.823751,3.284876,1.104979,3
3.234702,6.093766,11.650094,1.535001,0.630255,99.039504,0.19748,0.296162,3.64448,3.030919,3.843985,0.995514,3
3.708237,5.295995,11.022513,1.279456,0.681561,98.130122,0.216521,0.327383,3.288129,3.163335,4.270538,0.926799,3
4.00661,2.97006,9.119372,0.326504,1.026632,100.005281,0.214069,0.171762,3.619851,3.702224,2.521243,1.528851,4
4.091684,3.131682,8.720844,0.359684,0.963716,99.184554,0.272184,0.179085,3.541163,3.801318,2.614961,1.675725,4
4.110449,3.297708,8.237802,0.418522,0.840363,98.350399,0.337135,0.19549,3.693274,3.736173,2.762128,1.891341,4
4.065391,3.332699,7.780459,0.496484,0.721843,97.659268,0.393926,0.216395,3.974299,3.540119,2.936818,2.04213,4
4.467992,3.245167,7.506922,0.580846,0.678957,97.304111,0.434968,0.237231,4.24079,3.270431,3.81127,2.152334,4
6.505935,3.147968,7.472515,0.654773,0.743946,97.44874,0.461018,0.253228,4.371402,2.993172,6.655021,2.333056,4
11.153192,3.148821,7.625446,0.707819,0.886665,98.018774,0.473538,0.261198,4.34499,2.765033,12.407067,2.714376,4
18.27707,3.277662,7.859948,0.735213,1.032162,98.844481,0.472744,0.260155,4.223449,2.617927,20.729792,3.353345,4
26.264971,3.448794,8.164331,0.732993,1.103215,99.768795,0.459819,0.252035,4.073823,2.556838,29.682235,4.165977,4
32.584234,3.56113,8.649608,0.704413,1.061369,100.654574,0.444843,0.241163,3.946566,2.568125,36.427693,4.94829,4
35.072816,3.60214,9.401615,0.654698,0.918909,101.47434,0.438942,0.232141,3.831091,2.625619,38.593055,5.463178,4
32.897038,3.616406,10.368777,0.596976,0.725284,102.205224,0.446412,0.22802,3.704338,2.679388,35.508476,5.551845,4
26.898406,3.678012,11.396022,0.553057,0.541017,102.712438,0.476197,0.22928,3.539655,2.682703,28.263804,5.207566,4
19.196782,3.845078,12.340891,0.54482,0.407976,102.921524,0.521242,0.233392,3.2934,2.615532,19.49755,4.551706,4
12.130313,4.06929,13.193605,0.577764,0.335995,102.792032,0.558071,0.236612,2.932494,2.502896,11.738129,3.767467,4
7.278629,4.191739,14.03088,0.63568,0.315391,102.253427,0.570092,0.237186,2.490505,2.400425,6.75803,3.034423,4
4.887127,4.049889,14.900973,0.690278,0.34026,101.387234,0.557568,0.236506,2.05632,2.39681,4.694443,2.476875,4
4.067187,3.594347,15.72392,0.71516,0.413912,100.345607,0.531064,0.23704,1.726186,2.5607,4.519615,2.136073,4
3.723195,2.999925,16.305725,0.699894,0.534289,99.276243,0.508022,0.239509,1.569371,2.902646,4.917869,1.994576,4
3.384976,2.540493,16.532721,0.651742,0.678632,98.380633,0.504884,0.24189,1.578541,3.334525,5.391092,1.996945,4
3.072864,2.442992,16.578495,0.587744,0.803908,97.773396,0.522312,0.240723,1.700463,3.710743,5.901321,2.064979,4
2.821949,2.832945,16.81525,0.517337,0.867909,97.510716,0.548517,0.233672,1.877674,3.895886,6.388367,2.154583,4
2.693318,3.810006,17.601496,0.442955,0.849487,97.746011,0.564932,0.222182,2.097711,3.830828,6.74482,2.217647,4
2.732714,5.553709,19.137245,0.366756,0.756123,98.565306,0.550023,0.211851,2.368097,3.535341,6.910825,2.208169,4
2.913105,8.140547,21.209793,0.294187,0.62428,99.865875,0.50028,0.20881,2.685389,3.126843,6.778666,2.141435,4
3.175147,11.395767,23.152557,0.2399,0.504002,101.380565,0.432123,0.216228,3.02863,2.775931,6.393608,2.104692,4
3.477915,14.708402,24.18485,0.217741,0.434473,102.757274,0.358068,0.232609,3.355227,2.618331,5.872222,2.283699,4
3.779844,17.248504,23.787927,0.237175,0.426996,103.761403,0.290215,0.251622,3.584313,2.700516,5.460376,2.856737,4
